rxnid,Yield
test564,0.6284
test565,0.2149
test566,0.4385
test567,0.4407
test568,0.7094
test569,0.4719
test570,0.4514
test571,0.7224
test572,0.7007
test573,0.6720
test574,0.7343
test575,0.4933
test576,0.5443
test577,0.3594
test578,0.6350
test579,0.9238
test580,0.6523
test581,0.4980
test582,0.6306
test583,0.4251
test584,0.6537
test585,0.3138
test586,0.1905
test587,0.4581
test588,0.4032
test589,0.5640
test590,0.1553
test591,0.8368
test592,0.6794
test593,0.5015
test594,0.1530
test595,0.8669
test596,0.5221
test597,0.6612
test598,0.8034
test599,0.6780
test600,0.7453
test601,0.5980
test602,0.4047
test603,0.5347
test604,0.5074
test605,0.5423
test606,0.8948
test607,0.3724
test608,0.5577
test609,0.9193
test610,0.6870
test611,0.7684
test612,0.6628
test613,0.6314
test614,0.7017
test615,0.3220
test616,0.2732
test617,0.2722
test618,0.6421
test619,0.5217
test620,0.9116
test621,0.8125
test622,0.1159
test623,0.4111
test624,0.4006
test625,0.7027
test626,0.6040
test627,0.5464
test628,0.4350
test629,0.4573
test630,0.8450
test631,0.4137
test632,0.7546
test633,0.4002
test634,0.5989
test635,0.2078
test636,0.7593
test637,0.4329
test638,0.7889
test639,0.6892
test640,0.9467
test641,0.8105
test642,0.6142
test643,0.7164
test644,0.8969
test645,0.4613
test646,0.7354
test647,0.8108
test648,0.4359
test649,0.7901
test650,0.5762
test651,0.7586
test652,0.8031
test653,0.3228
test654,0.2961
test655,0.7144
test656,0.3580
test657,0.4809
test658,0.6846
test659,0.4731
test660,0.4210
test661,0.5515
test662,0.5532
test663,0.7403
test664,0.7226
test665,0.4726
test666,0.5193
test667,0.6961
test668,0.4646
test669,0.8576
test670,0.7768
test671,0.7166
test672,0.6492
test673,0.7000
test674,0.4630
test675,0.7313
test676,0.8125
test677,0.4889
test678,0.8221
test679,0.4925
test680,0.7432
test681,0.4216
test682,0.4878
test683,0.9057
test684,0.7327
test685,0.5269
test686,0.4541
test687,0.8559
test688,0.4014
test689,0.8945
test690,0.7053
test691,0.7969
test692,0.4909
test693,0.5417
test694,0.6001
test695,0.8789
test696,0.9202
test697,0.6600
test698,0.9339
test699,0.3744
test700,0.6682
test701,0.5421
test702,0.8727
test703,0.8287
test704,0.1846
test705,0.6163
test706,0.7586
test707,0.6912
test708,0.8621
test709,0.3482
test710,0.4013
test711,0.6012
test712,0.5232
test713,0.6253
test714,0.2193
test715,0.8628
test716,0.5175
test717,0.8344
test718,0.8528
test719,0.6943
test720,0.8877
test721,0.5847
test722,0.7028
test723,0.5810
test724,0.5796
test725,0.8136
test726,0.9805
test727,0.7127
test728,0.7585
test729,0.9016
test730,0.5694
test731,0.7960
test732,0.8460
test733,0.5924
test734,0.7958
test735,0.1312
test736,0.7919
test737,0.6249
test738,0.6778
test739,0.6966
test740,0.4435
test741,0.9847
test742,0.6201
test743,0.6967
test744,0.1734
test745,0.9680
test746,0.7157
test747,0.7337
test748,0.5024
test749,0.8119
test750,0.7276
test751,0.5195
test752,0.9399
test753,0.6921
test754,0.8052
test755,0.9873
test756,0.7395
test757,0.7917
test758,0.6347
test759,0.5071
test760,0.7577
test761,0.5995
test762,0.9126
test763,0.6488
test764,0.6076
test765,0.7685
test766,0.8110
test767,0.2030
test768,0.8805
test769,0.6576
test770,0.3536
test771,0.6930
test772,0.7754
test773,0.3333
test774,0.8383
test775,0.4171
test776,0.5114
test777,0.5532
test778,0.7999
test779,0.7737
test780,0.7841
test781,0.4408
test782,0.8418
test783,0.6622
test784,0.5957
test785,0.5987
test786,0.6720
test787,0.6354
test788,0.6508
test789,0.8378
test790,0.9295
test791,0.7118
test792,0.5560
test793,0.8051
test794,0.5803
test795,0.2197
test796,0.7108
test797,0.4599
test798,0.8375
test799,0.6921
test800,0.8986
test801,0.7366
test802,0.1828
test803,0.6103
test804,0.9217
test805,0.3392
test806,0.4834
test807,0.8126
test808,0.5763
test809,0.4942
test810,0.9079
test811,0.4898
test812,0.8171
test813,0.7483
test814,0.1872
test815,0.5187
test816,0.4324
test817,0.7888
test818,0.8061
test819,0.8820
test820,0.5290
test821,0.6525
test822,0.5012
test823,0.6203
test824,0.9623
test825,0.6716
test826,0.9534
test827,0.6678
test828,0.9608
test829,0.7339
test830,0.6393
test831,0.7512
test832,0.8201
test833,0.8014
test834,0.6295
test835,0.4002
test836,0.7697
test837,0.9148
test838,0.8970
test839,0.7873
test840,0.8186
test841,0.4764
test842,0.4849
test843,0.5435
test844,0.5152
test845,0.4481
test846,0.2463
test847,0.5586
test848,0.6479
test849,0.8037
test850,0.7704
test851,0.6230
test852,0.3490
test853,0.4464
test854,0.8946
test855,0.5802
test856,0.6132
test857,0.7472
test858,0.8453
test859,0.5609
test860,0.5426
test861,0.6857
test862,0.7195
test863,0.8693
test864,0.7194
test865,0.9534
test866,0.8471
test867,0.8264
test868,0.8333
test869,0.2715
test870,0.9746
test871,0.6023
test872,0.5642
test873,0.8357
test874,0.2441
test875,0.7166
test876,0.6623
test877,0.5135
test878,0.9818
test879,0.4997
test880,0.7474
test881,0.7265
test882,0.7265
test883,0.7355
test884,0.8553
test885,0.4213
test886,0.9235
test887,0.5153
test888,0.6036
test889,0.4180
test890,0.7215
test891,0.3694
test892,0.6260
test893,0.8126
test894,0.7110
test895,0.4776
test896,0.7803
test897,0.7150
test898,0.5832
test899,0.8701
test900,0.7915
test901,0.7273
test902,0.7176
test903,0.7912
test904,0.5453
test905,0.1550
test906,0.7041
test907,0.6022
test908,0.9292
test909,0.9209
test910,0.6845
test911,0.7626
test912,0.0962
test913,0.8392
test914,0.7128
test915,0.3342
test916,0.8265
test917,0.0755
test918,0.5564
test919,0.6798
test920,0.5835
test921,0.5153
test922,0.7666
test923,0.7634
test924,0.9376
test925,0.8580
test926,0.1181
test927,0.1357
test928,0.7318
test929,0.8800
test930,0.6223
test931,0.7922
test932,0.8308
test933,0.6006
test934,0.9301
test935,0.9963
test936,0.4759
test937,0.0212
test938,0.6809
test939,0.8267
test940,0.2978
test941,0.7615
test942,0.9614
test943,0.5403
test944,0.7817
test945,0.4977
test946,0.4281
test947,0.6561
test948,0.6267
test949,0.5442
test950,0.7518
test951,0.6843
test952,0.3875
test953,0.5877
test954,0.6803
test955,0.8060
test956,0.5511
test957,0.8084
test958,0.7255
test959,0.6104
test960,0.3449
test961,0.5453
test962,0.7328
test963,0.3346
test964,0.2807
test965,0.7119
test966,0.9106
test967,0.3639
test968,0.8769
test969,0.7766
test970,0.6354
test971,0.5886
test972,0.1765
test973,0.6921
test974,0.8799
test975,0.7739
test976,0.8013
test977,0.6871
test978,0.3798
test979,0.7847
test980,0.1365
test981,0.2692
test982,0.6296
test983,0.8429
test984,0.8538
test985,0.2773
test986,0.4916
test987,0.9325
test988,0.6111
test989,0.6698
test990,0.7830
test991,0.8070
test992,0.7749
test993,0.4440
test994,0.9156
test995,0.3554
test996,0.5575
test997,0.4667
test998,0.7093
test999,0.7207
test1000,0.7262
test1001,0.7509
test1002,0.3448
test1003,0.3910
test1004,0.6251
test1005,0.9204
test1006,0.6012
test1007,0.9767
test1008,0.4508
test1009,0.3322
test1010,0.5297
test1011,0.5536
test1012,0.4388
test1013,0.8123
test1014,0.2049
test1015,0.7471
test1016,0.8747
test1017,0.5641
test1018,0.3168
test1019,0.7678
test1020,0.7974
test1021,0.2945
test1022,0.5154
test1023,0.9079
test1024,0.6983
test1025,0.5459
test1026,0.6330
test1027,0.9220
test1028,0.7565
test1029,0.4287
test1030,0.8571
test1031,0.3605
test1032,0.6200
test1033,0.6100
test1034,0.4014
test1035,0.3445
test1036,0.8939
test1037,0.7376
test1038,0.7725
test1039,0.7247
test1040,0.7692
test1041,0.6760
test1042,0.4943
test1043,0.9866
test1044,0.5116
test1045,0.6588
test1046,0.7679
test1047,0.5029
test1048,0.6313
test1049,0.6691
test1050,0.9391
test1051,0.5760
test1052,0.4744
test1053,0.3763
test1054,0.5458
test1055,0.7306
test1056,0.6787
test1057,0.8493
test1058,0.3077
test1059,0.6042
test1060,0.4639
test1061,0.9851
test1062,0.3018
test1063,0.5870
test1064,0.6784
test1065,0.4882
test1066,0.6629
test1067,0.5633
test1068,0.7277
test1069,0.9043
test1070,0.7608
test1071,0.6269
test1072,0.5068
test1073,0.7895
test1074,0.9715
test1075,0.9400
test1076,0.5620
test1077,0.2683
test1078,0.8646
test1079,0.4169
test1080,0.7846
test1081,0.3778
test1082,0.9582
test1083,0.7818
test1084,0.9064
test1085,0.4998
test1086,0.3232
test1087,0.8040
test1088,0.7359
test1089,0.7124
test1090,0.5471
test1091,0.7304
test1092,0.8155
test1093,0.5209
test1094,0.4531
test1095,0.8616
test1096,0.3463
test1097,0.6121
test1098,0.9217
test1099,0.8262
test1100,0.4416
test1101,0.6939
test1102,0.9275
test1103,0.6828
test1104,0.7887
test1105,0.7205
test1106,0.5633
test1107,0.8365
test1108,0.5825
test1109,0.7826
test1110,0.8003
test1111,0.6459
test1112,0.5135
test1113,0.1705
test1114,0.2535
test1115,0.8165
test1116,0.3520
test1117,0.7032
test1118,0.6240
test1119,0.7123
test1120,0.6402
test1121,0.5149
test1122,0.5692
test1123,0.2483
test1124,0.5726
test1125,0.3957
test1126,0.6708
test1127,0.4829
test1128,0.5012
test1129,0.6452
test1130,0.4313
test1131,0.8378
test1132,0.7298
test1133,0.2539
test1134,0.5214
test1135,0.2460
test1136,0.9253
test1137,0.5756
test1138,0.8762
test1139,0.5476
test1140,0.6532
test1141,0.7859
test1142,0.6869
test1143,0.4229
test1144,0.7823
test1145,0.4859
test1146,0.7457
test1147,0.5176
test1148,0.7716
test1149,0.4069
test1150,0.4472
test1151,0.8664
test1152,0.5437
test1153,0.7238
test1154,0.9299
test1155,0.7227
test1156,0.8735
test1157,0.6964
test1158,0.3940
test1159,0.9405
test1160,0.5980
test1161,0.6439
test1162,0.4756
test1163,0.6641
test1164,0.8181
test1165,0.6537
test1166,0.8706
test1167,0.4949
test1168,0.2367
test1169,0.1250
test1170,0.8654
test1171,0.6519
test1172,0.4395
test1173,0.6011
test1174,0.2112
test1175,0.5244
test1176,0.6841
test1177,0.7187
test1178,0.5868
test1179,0.9423
test1180,0.3388
test1181,0.5923
test1182,0.6283
test1183,0.7399
test1184,0.9546
test1185,0.6416
test1186,0.6755
test1187,0.3227
test1188,0.7457
test1189,0.5995
test1190,0.8295
test1191,0.2645
test1192,0.8961
test1193,0.6577
test1194,0.7751
test1195,0.8402
test1196,0.6083
test1197,0.6485
test1198,0.7631
test1199,0.3368
test1200,0.3358
test1201,0.7063
test1202,0.6499
test1203,0.5605
test1204,0.4842
test1205,0.8426
test1206,0.6374
test1207,0.2668
test1208,0.5963
test1209,0.4453
test1210,0.6805
test1211,0.6925
test1212,0.4959
test1213,0.7179
test1214,0.6229
test1215,0.2354
test1216,0.4653
test1217,0.8229
test1218,0.7468
test1219,0.3900
test1220,0.2205
test1221,0.8475
test1222,0.5532
test1223,0.8689
test1224,0.1839
test1225,0.5638
test1226,0.5800
test1227,0.2338
test1228,0.6946
test1229,0.8371
test1230,0.6477
test1231,0.9804
test1232,0.7315
test1233,0.7386
test1234,0.4673
test1235,0.4239
test1236,0.7387
test1237,0.6756
test1238,0.4403
test1239,0.6719
test1240,0.8297
test1241,0.8357
test1242,0.3984
test1243,0.6960
test1244,0.5786
test1245,0.5744
test1246,0.6728
test1247,0.8044
test1248,0.8241
test1249,0.5309
test1250,0.8163
test1251,0.8735
test1252,0.3940
test1253,0.7706
test1254,0.3779
test1255,0.9689
test1256,0.9499
test1257,0.0686
test1258,0.7708
test1259,0.5892
test1260,0.7421
test1261,0.4406
test1262,0.8125
test1263,0.6236
test1264,0.2026
test1265,0.6800
test1266,0.9071
test1267,0.8571
test1268,0.7863
test1269,0.6869
test1270,0.7486
test1271,0.8789
test1272,0.6122
test1273,0.8801
test1274,0.7488
test1275,0.7355
test1276,0.8868
test1277,0.5806
test1278,0.3642
test1279,0.7152
test1280,0.7757
test1281,0.6461
test1282,0.9280
test1283,0.7895
test1284,0.4823
test1285,0.7466
test1286,0.8999
test1287,0.5364
test1288,0.4461
test1289,0.8145
test1290,0.4464
test1291,0.3937
test1292,0.6413
test1293,0.8416
test1294,0.9814
test1295,0.3107
test1296,0.6889
test1297,0.8269
test1298,0.9842
test1299,0.6272
test1300,0.6914
test1301,0.5496
test1302,0.7654
test1303,0.6836
test1304,0.8034
test1305,0.3488
test1306,0.6238
test1307,0.7002
test1308,0.7526
test1309,0.5851
test1310,0.5923
test1311,0.8244
test1312,0.4627
test1313,0.7814
test1314,0.4821
test1315,0.5893
test1316,0.8410
test1317,0.6674
test1318,0.3651
test1319,0.5919
test1320,0.5703
test1321,0.5408
test1322,0.9131
test1323,0.6849
test1324,0.5642
test1325,0.9726
test1326,0.6228
test1327,0.2392
test1328,0.4487
test1329,0.7918
test1330,0.9864
test1331,0.8043
test1332,0.2510
test1333,0.8137
test1334,0.9483
test1335,0.2854
test1336,0.2266
test1337,0.5040
test1338,0.5422
test1339,0.5311
test1340,0.1853
test1341,0.7498
test1342,0.7523
test1343,0.3120
test1344,0.9532
test1345,0.8156
test1346,0.4421
test1347,0.8150
test1348,0.5174
test1349,0.4980
test1350,0.8176
test1351,0.1639
test1352,0.8841
test1353,0.4232
test1354,0.8771
test1355,0.6802
test1356,0.2825
test1357,0.5231
test1358,0.7246
test1359,0.2327
test1360,0.4670
test1361,0.7262
test1362,0.4832
test1363,0.9014
test1364,0.7914
test1365,0.6515
test1366,0.4197
test1367,0.4529
test1368,0.7019
test1369,0.4356
test1370,0.4742
test1371,0.6271
test1372,0.7536
test1373,0.4501
test1374,0.3075
test1375,0.5357
test1376,0.4573
test1377,0.2301
test1378,0.7376
test1379,0.7678
test1380,0.7678
test1381,0.6764
test1382,0.5452
test1383,0.5390
test1384,0.7678
test1385,0.9642
test1386,0.7452
test1387,0.1551
test1388,0.5976
test1389,0.7410
test1390,0.2866
test1391,0.6027
test1392,0.5434
test1393,0.2244
test1394,0.9474
test1395,0.6874
test1396,0.6806
test1397,0.4667
test1398,0.7081
test1399,0.3297
test1400,0.5294
test1401,0.1957
test1402,0.8986
test1403,0.6178
test1404,0.4374
test1405,0.5153
test1406,0.2587
test1407,0.7764
test1408,0.8300
test1409,0.7080
test1410,0.5465
test1411,0.6200
test1412,0.7790
test1413,0.6047
test1414,0.4734
test1415,0.2279
test1416,0.9851
test1417,0.4570
test1418,0.0951
test1419,0.5174
test1420,0.6828
test1421,0.1423
test1422,0.8465
test1423,0.9248
test1424,0.9817
test1425,0.4280
test1426,0.7777
test1427,0.5264
test1428,0.7198
test1429,0.4501
test1430,0.0915
test1431,0.7537
test1432,0.9860
test1433,0.6156
test1434,0.7756
test1435,0.6053
test1436,0.5839
test1437,0.4870
test1438,0.6851
test1439,0.2757
test1440,0.4900
test1441,0.0831
test1442,0.3584
test1443,0.6152
test1444,0.6460
test1445,0.6029
test1446,0.3831
test1447,0.6285
test1448,0.7803
test1449,0.5461
test1450,0.6171
test1451,0.9585
test1452,0.4487
test1453,0.7432
test1454,0.6343
test1455,0.5405
test1456,0.6541
test1457,0.5514
test1458,0.5130
test1459,0.7637
test1460,0.6763
test1461,0.9921
test1462,0.6980
test1463,0.7206
test1464,0.8209
test1465,0.5180
test1466,0.4229
test1467,0.6420
test1468,0.6571
test1469,0.7805
test1470,0.3958
test1471,0.8171
test1472,0.5346
test1473,0.9227
test1474,0.9054
test1475,0.5227
test1476,0.2506
test1477,0.8337
test1478,0.7448
test1479,0.6722
test1480,0.9907
test1481,0.7206
test1482,0.8067
test1483,0.6538
test1484,0.7147
test1485,0.9049
test1486,0.4078
test1487,0.6714
test1488,0.6931
test1489,0.8894
test1490,0.1377
test1491,0.7096
test1492,0.8402
test1493,0.6806
test1494,0.5101
test1495,0.9659
test1496,0.2612
test1497,0.7303
test1498,0.6844
test1499,0.4673
test1500,0.3850
test1501,0.7582
test1502,0.5404
test1503,0.6217
test1504,0.9205
test1505,0.3940
test1506,0.6656
test1507,0.5592
test1508,0.8215
test1509,0.1655
test1510,0.7821
test1511,0.8678
test1512,0.3137
test1513,0.6896
test1514,0.2269
test1515,0.9005
test1516,0.5024
test1517,0.7258
test1518,0.3166
test1519,0.4244
test1520,0.9360
test1521,0.8113
test1522,0.7452
test1523,0.5187
test1524,0.3035
test1525,0.7342
test1526,0.7529
test1527,0.8459
test1528,0.8065
test1529,0.7521
test1530,0.7878
test1531,0.5627
test1532,0.7050
test1533,0.1898
test1534,0.7531
test1535,0.5116
test1536,0.3426
test1537,0.6927
test1538,0.7219
test1539,0.6767
test1540,0.6646
test1541,0.8273
test1542,0.9762
test1543,0.2112
test1544,0.5378
test1545,0.5949
test1546,0.7105
test1547,0.4993
test1548,0.1308
test1549,0.6479
test1550,0.8778
test1551,0.8105
test1552,0.7235
test1553,0.7287
test1554,0.6366
test1555,0.9174
test1556,0.4644
test1557,0.5205
test1558,0.5206
test1559,0.8433
test1560,0.5890
test1561,0.7613
test1562,0.4670
test1563,0.4428
test1564,0.6646
test1565,0.8484
test1566,0.5851
test1567,0.2473
test1568,0.6674
test1569,0.6617
test1570,0.9460
test1571,0.6894
test1572,0.6088
test1573,0.7185
test1574,0.8636
test1575,0.6484
test1576,0.4242
test1577,0.0897
test1578,0.3457
test1579,0.5054
test1580,0.6274
test1581,0.6219
test1582,0.3423
test1583,0.6476
test1584,0.7077
test1585,0.6737
test1586,0.6803
test1587,0.5469
test1588,0.7132
test1589,0.2048
test1590,0.9297
test1591,0.4210
test1592,0.4832
test1593,0.7642
test1594,0.3901
test1595,0.3325
test1596,0.6220
test1597,0.9389
test1598,0.7063
test1599,0.5672
test1600,0.5100
test1601,0.7763
test1602,0.9094
test1603,0.4469
test1604,0.5890
test1605,0.5288
test1606,0.8454
test1607,0.5479
test1608,0.8506
test1609,0.2976
test1610,0.7149
test1611,0.4032
test1612,0.6565
test1613,0.7556
test1614,0.8018
test1615,0.4157
test1616,0.5974
test1617,0.6891
test1618,0.2629
test1619,0.7897
test1620,0.4697
test1621,0.5918
test1622,0.6481
test1623,0.8420
test1624,0.2179
test1625,0.6123
test1626,0.5879
test1627,0.7473
test1628,0.9206
test1629,0.5410
test1630,0.6580
test1631,0.8959
test1632,0.5861
test1633,0.3020
test1634,0.8216
test1635,0.0571
test1636,0.3846
test1637,0.8018
test1638,1.0079
test1639,0.5756
test1640,0.5556
test1641,0.9225
test1642,0.7944
test1643,0.8519
test1644,0.7007
test1645,0.0809
test1646,0.5030
test1647,0.6675
test1648,0.6474
test1649,0.5525
test1650,0.8897
test1651,0.7943
test1652,0.6468
test1653,0.8172
test1654,0.7309
test1655,0.3605
test1656,0.6847
test1657,0.4493
test1658,0.5887
test1659,0.4022
test1660,0.4465
test1661,0.7519
test1662,0.9152
test1663,0.6059
test1664,0.2231
