rxnid,Yield
test747,0.6379
test748,0.6379
test749,0.6321
test750,0.6379
test751,0.6379
test752,0.6379
test753,0.6379
test754,0.6379
test755,0.6379
test756,0.6379
test757,0.6379
test758,0.6379
test759,0.6379
test760,0.6379
test761,0.6379
test762,0.6379
test763,0.6379
test764,0.6379
test765,0.6379
test766,0.6379
test767,0.6379
test768,0.6379
test769,0.6320
test770,0.6321
test771,0.6322
test772,0.6322
test773,0.6321
test774,0.6319
test775,0.6321
test776,0.6321
test777,0.6321
test778,0.6321
test779,0.6319
test780,0.6321
test781,0.6321
test782,0.6317
test783,0.6321
test784,0.6321
test785,0.6321
test786,0.6321
test787,0.6320
test788,0.6396
test789,0.6321
test790,0.6321
test791,0.6321
test792,0.6322
test793,0.6321
test794,0.6320
test795,0.6321
test796,0.6321
test797,0.6322
test798,0.6321
test799,0.6321
test800,0.6319
test801,0.6394
test802,0.6394
test803,0.6395
test804,0.6394
test805,0.6394
test806,0.6394
test807,0.6394
test808,0.6394
test809,0.6394
test810,0.6394
test811,0.6394
test812,0.6394
test813,0.6394
test814,0.6395
test815,0.6394
test816,0.6394
test817,0.6394
test818,0.6394
test819,0.6395
test820,0.6379
test821,0.6395
test822,0.6394
test823,0.6394
test824,0.6394
test825,0.6394
test826,0.6394
test827,0.6394
test828,0.6394
test829,0.6394
test830,0.6394
test831,0.6394
test832,0.6394
test833,0.6379
test834,0.6379
test835,0.6379
test836,0.6379
test837,0.6379
test838,0.6379
test839,0.6379
test840,0.6379
test841,0.6379
test842,0.6379
test843,0.6379
test844,0.6379
test845,0.6379
test846,0.6379
test847,0.6379
test848,0.6379
test849,0.6379
test850,0.6379
test851,0.6365
test852,0.6379
test853,0.6379
test854,0.6379
test855,0.6379
test856,0.6379
test857,0.6379
test858,0.6379
test859,0.6379
test860,0.6379
test861,0.6379
test862,0.6379
test863,0.6379
test864,0.6379
test865,0.6379
test866,0.6379
test867,0.6379
test868,0.6379
test869,0.6379
test870,0.6379
test871,0.6379
test872,0.6379
test873,0.6379
test874,0.6379
test875,0.6379
test876,0.6379
test877,0.6379
test878,0.6379
test879,0.6379
test880,0.6379
test881,0.6379
test882,0.6379
test883,0.6379
test884,0.6379
test885,0.6379
test886,0.6379
test887,0.6379
test888,0.6379
test889,0.6365
test890,0.6379
test891,0.6379
test892,0.6379
test893,0.6379
test894,0.6379
test895,0.6379
test896,0.6379
test897,0.6320
test898,0.6321
test899,0.6321
test900,0.6322
test901,0.6321
test902,0.6320
test903,0.6321
test904,0.6321
test905,0.6321
test906,0.6321
test907,0.6322
test908,0.6396
test909,0.6320
test910,0.6321
test911,0.6320
test912,0.6320
test913,0.6320
test914,0.6321
test915,0.6320
test916,0.6321
test917,0.6321
test918,0.6321
test919,0.6321
test920,0.6321
test921,0.6319
test922,0.6321
test923,0.6321
test924,0.6319
test925,0.6322
test926,0.6321
test927,0.6319
test928,0.6322
test929,0.6395
test930,0.6321
test931,0.6395
test932,0.6394
test933,0.6394
test934,0.6394
test935,0.6394
test936,0.6394
test937,0.6394
test938,0.6394
test939,0.6394
test940,0.6394
test941,0.6394
test942,0.6394
test943,0.6394
test944,0.6394
test945,0.6394
test946,0.6394
test947,0.6394
test948,0.6394
test949,0.6394
test950,0.6394
test951,0.6394
test952,0.6394
test953,0.6394
test954,0.6394
test955,0.6394
test956,0.6395
test957,0.6394
test958,0.6394
test959,0.6394
test960,0.6394
test961,0.6379
test962,0.6379
test963,0.6379
test964,0.6379
test965,0.6379
test966,0.6379
test967,0.6366
test968,0.6379
test969,0.6379
test970,0.6379
test971,0.6379
test972,0.6379
test973,0.6379
test974,0.6379
test975,0.6379
test976,0.6379
test977,0.6379
test978,0.6379
test979,0.6379
test980,0.6379
test981,0.6379
test982,0.6379
test983,0.6379
test984,0.6379
test985,0.6379
test986,0.6379
test987,0.6379
test988,0.6379
test989,0.6379
test990,0.6379
test991,0.6379
test992,0.6379
test993,0.6379
test994,0.6379
test995,0.6379
test996,0.6379
test997,0.6379
test998,0.6379
test999,0.6379
test1000,0.6379
test1001,0.6379
test1002,0.6379
test1003,0.6379
test1004,0.6379
test1005,0.6379
test1006,0.6379
test1007,0.6379
test1008,0.6379
test1009,0.6379
test1010,0.6379
test1011,0.6379
test1012,0.6379
test1013,0.6379
test1014,0.6379
test1015,0.6379
test1016,0.6379
test1017,0.6379
test1018,0.6379
test1019,0.6379
test1020,0.6365
test1021,0.6379
test1022,0.6379
test1023,0.6379
test1024,0.6379
test1025,0.6365
test1026,0.6366
test1027,0.6366
test1028,0.6366
test1029,0.6366
test1030,0.6366
test1031,0.6366
test1032,0.6366
test1033,0.6365
test1034,0.6366
test1035,0.6365
test1036,0.6379
test1037,0.6366
test1038,0.6366
test1039,0.6366
test1040,0.6366
test1041,0.6366
test1042,0.6366
test1043,0.6366
test1044,0.6366
test1045,0.6366
test1046,0.6366
test1047,0.6366
test1048,0.6365
test1049,0.6366
test1050,0.6366
test1051,0.6366
test1052,0.6366
test1053,0.6365
test1054,0.6366
test1055,0.6366
test1056,0.6366
test1057,0.6379
test1058,0.6365
test1059,0.6365
test1060,0.6366
test1061,0.6366
test1062,0.6366
test1063,0.6366
test1064,0.6365
test1065,0.6366
test1066,0.6366
test1067,0.6366
test1068,0.6366
test1069,0.6366
test1070,0.6366
test1071,0.6366
test1072,0.6366
test1073,0.6366
test1074,0.6366
test1075,0.6366
test1076,0.6366
test1077,0.6365
test1078,0.6366
test1079,0.6365
test1080,0.6366
test1081,0.6366
test1082,0.6366
test1083,0.6366
test1084,0.6366
test1085,0.6366
test1086,0.6366
test1087,0.6366
test1088,0.6365
test1089,0.6379
test1090,0.6379
test1091,0.6379
test1092,0.6379
test1093,0.6366
test1094,0.6379
test1095,0.6379
test1096,0.6379
test1097,0.6379
test1098,0.6379
test1099,0.6379
test1100,0.6379
test1101,0.6379
test1102,0.6379
test1103,0.6379
test1104,0.6379
test1105,0.6379
test1106,0.6379
test1107,0.6379
test1108,0.6379
test1109,0.6379
test1110,0.6379
test1111,0.6379
test1112,0.6379
test1113,0.6379
test1114,0.6379
test1115,0.6379
test1116,0.6379
test1117,0.6379
test1118,0.6379
test1119,0.6379
test1120,0.6379
test1121,0.6394
test1122,0.6394
test1123,0.6394
test1124,0.6394
test1125,0.6394
test1126,0.6394
test1127,0.6394
test1128,0.6394
test1129,0.6394
test1130,0.6394
test1131,0.6322
test1132,0.6394
test1133,0.6394
test1134,0.6394
test1135,0.6394
test1136,0.6394
test1137,0.6394
test1138,0.6394
test1139,0.6394
test1140,0.6395
test1141,0.6394
test1142,0.6394
test1143,0.6394
test1144,0.6394
test1145,0.6394
test1146,0.6394
test1147,0.6394
test1148,0.6394
test1149,0.6394
test1150,0.6395
test1151,0.6395
test1152,0.6394
test1153,0.6379
test1154,0.6366
test1155,0.6365
test1156,0.6366
test1157,0.6365
test1158,0.6366
test1159,0.6366
test1160,0.6366
test1161,0.6366
test1162,0.6366
test1163,0.6366
test1164,0.6366
test1165,0.6366
test1166,0.6365
test1167,0.6366
test1168,0.6366
test1169,0.6366
test1170,0.6366
test1171,0.6365
test1172,0.6366
test1173,0.6365
test1174,0.6366
test1175,0.6366
test1176,0.6366
test1177,0.6366
test1178,0.6366
test1179,0.6366
test1180,0.6366
test1181,0.6366
test1182,0.6366
test1183,0.6379
test1184,0.6366
test1185,0.6379
test1186,0.6379
test1187,0.6379
test1188,0.6379
test1189,0.6379
test1190,0.6379
test1191,0.6379
test1192,0.6379
test1193,0.6379
test1194,0.6379
test1195,0.6379
test1196,0.6379
test1197,0.6379
test1198,0.6379
test1199,0.6379
test1200,0.6379
test1201,0.6379
test1202,0.6379
test1203,0.6366
test1204,0.6379
test1205,0.6379
test1206,0.6379
test1207,0.6379
test1208,0.6379
test1209,0.6379
test1210,0.6379
test1211,0.6379
test1212,0.6379
test1213,0.6379
test1214,0.6379
test1215,0.6379
test1216,0.6379
test1217,0.6365
test1218,0.6366
test1219,0.6366
test1220,0.6366
test1221,0.6366
test1222,0.6366
test1223,0.6366
test1224,0.6366
test1225,0.6366
test1226,0.6366
test1227,0.6365
test1228,0.6366
test1229,0.6366
test1230,0.6366
test1231,0.6366
test1232,0.6366
test1233,0.6366
test1234,0.6366
test1235,0.6366
test1236,0.6366
test1237,0.6366
test1238,0.6366
test1239,0.6366
test1240,0.6366
test1241,0.6379
test1242,0.6366
test1243,0.6366
test1244,0.6366
test1245,0.6366
test1246,0.6366
test1247,0.6366
test1248,0.6366
test1249,0.6394
test1250,0.6394
test1251,0.6394
test1252,0.6394
test1253,0.6394
test1254,0.6394
test1255,0.6394
test1256,0.6394
test1257,0.6394
test1258,0.6394
test1259,0.6394
test1260,0.6394
test1261,0.6394
test1262,0.6395
test1263,0.6394
test1264,0.6394
test1265,0.6395
test1266,0.6394
test1267,0.6394
test1268,0.6394
test1269,0.6394
test1270,0.6394
test1271,0.6394
test1272,0.6394
test1273,0.6394
test1274,0.6321
test1275,0.6394
test1276,0.6395
test1277,0.6394
test1278,0.6394
test1279,0.6394
test1280,0.6394
test1281,0.6394
test1282,0.6394
test1283,0.6394
test1284,0.6321
test1285,0.6394
test1286,0.6394
test1287,0.6395
test1288,0.6394
test1289,0.6394
test1290,0.6394
test1291,0.6394
test1292,0.6394
test1293,0.6394
test1294,0.6395
test1295,0.6394
test1296,0.6395
test1297,0.6394
test1298,0.6394
test1299,0.6394
test1300,0.6394
test1301,0.6394
test1302,0.6394
test1303,0.6394
test1304,0.6394
test1305,0.6394
test1306,0.6394
test1307,0.6394
test1308,0.6394
test1309,0.6394
test1310,0.6394
test1311,0.6394
test1312,0.6394
test1313,0.6366
test1314,0.6366
test1315,0.6366
test1316,0.6366
test1317,0.6366
test1318,0.6366
test1319,0.6366
test1320,0.6366
test1321,0.6379
test1322,0.6366
test1323,0.6366
test1324,0.6366
test1325,0.6366
test1326,0.6365
test1327,0.6366
test1328,0.6365
test1329,0.6366
test1330,0.6366
test1331,0.6366
test1332,0.6366
test1333,0.6366
test1334,0.6366
test1335,0.6365
test1336,0.6366
test1337,0.6365
test1338,0.6366
test1339,0.6366
test1340,0.6366
test1341,0.6365
test1342,0.6366
test1343,0.6366
test1344,0.6366
test1345,0.6366
test1346,0.6366
test1347,0.6366
test1348,0.6366
test1349,0.6366
test1350,0.6366
test1351,0.6366
test1352,0.6365
test1353,0.6366
test1354,0.6366
test1355,0.6366
test1356,0.6366
test1357,0.6366
test1358,0.6366
test1359,0.6366
test1360,0.6366
test1361,0.6366
test1362,0.6365
test1363,0.6366
test1364,0.6366
test1365,0.6366
test1366,0.6366
test1367,0.6379
test1368,0.6366
test1369,0.6366
test1370,0.6366
test1371,0.6366
test1372,0.6366
test1373,0.6366
test1374,0.6366
test1375,0.6366
test1376,0.6366
test1377,0.6321
test1378,0.6394
test1379,0.6321
test1380,0.6321
test1381,0.6322
test1382,0.6321
test1383,0.6321
test1384,0.6321
test1385,0.6322
test1386,0.6322
test1387,0.6321
test1388,0.6321
test1389,0.6321
test1390,0.6320
test1391,0.6321
test1392,0.6321
test1393,0.6319
test1394,0.6321
test1395,0.6322
test1396,0.6321
test1397,0.6321
test1398,0.6319
test1399,0.6322
test1400,0.6321
test1401,0.6321
test1402,0.6322
test1403,0.6321
test1404,0.6320
test1405,0.6320
test1406,0.6321
test1407,0.6321
test1408,0.6321
test1409,0.6366
test1410,0.6366
test1411,0.6366
test1412,0.6366
test1413,0.6366
test1414,0.6366
test1415,0.6366
test1416,0.6366
test1417,0.6366
test1418,0.6366
test1419,0.6366
test1420,0.6365
test1421,0.6365
test1422,0.6366
test1423,0.6366
test1424,0.6366
test1425,0.6366
test1426,0.6366
test1427,0.6366
test1428,0.6366
test1429,0.6379
test1430,0.6366
test1431,0.6366
test1432,0.6366
test1433,0.6366
test1434,0.6366
test1435,0.6366
test1436,0.6366
test1437,0.6366
test1438,0.6366
test1439,0.6365
test1440,0.6366
test1441,0.6321
test1442,0.6322
test1443,0.6319
test1444,0.6320
test1445,0.6321
test1446,0.6321
test1447,0.6320
test1448,0.6321
test1449,0.6321
test1450,0.6321
test1451,0.6321
test1452,0.6320
test1453,0.6322
test1454,0.6321
test1455,0.6321
test1456,0.6321
test1457,0.6321
test1458,0.6320
test1459,0.6322
test1460,0.6321
test1461,0.6321
test1462,0.6322
test1463,0.6321
test1464,0.6396
test1465,0.6321
test1466,0.6321
test1467,0.6321
test1468,0.6321
test1469,0.6321
test1470,0.6321
test1471,0.6320
test1472,0.6321
test1473,0.6366
test1474,0.6379
test1475,0.6366
test1476,0.6366
test1477,0.6366
test1478,0.6366
test1479,0.6366
test1480,0.6366
test1481,0.6366
test1482,0.6366
test1483,0.6366
test1484,0.6366
test1485,0.6366
test1486,0.6366
test1487,0.6366
test1488,0.6366
test1489,0.6366
test1490,0.6365
test1491,0.6366
test1492,0.6366
test1493,0.6366
test1494,0.6365
test1495,0.6366
test1496,0.6366
test1497,0.6366
test1498,0.6366
test1499,0.6366
test1500,0.6366
test1501,0.6366
test1502,0.6366
test1503,0.6366
test1504,0.6366
test1505,0.6317
test1506,0.6321
test1507,0.6396
test1508,0.6321
test1509,0.6321
test1510,0.6321
test1511,0.6322
test1512,0.6321
test1513,0.6321
test1514,0.6319
test1515,0.6322
test1516,0.6320
test1517,0.6320
test1518,0.6321
test1519,0.6321
test1520,0.6322
test1521,0.6321
test1522,0.6320
test1523,0.6321
test1524,0.6321
test1525,0.6320
test1526,0.6321
test1527,0.6321
test1528,0.6322
test1529,0.6321
test1530,0.6321
test1531,0.6320
test1532,0.6321
test1533,0.6321
test1534,0.6321
test1535,0.6321
test1536,0.6321
test1537,0.6366
test1538,0.6366
test1539,0.6366
test1540,0.6365
test1541,0.6366
test1542,0.6366
test1543,0.6365
test1544,0.6366
test1545,0.6366
test1546,0.6366
test1547,0.6366
test1548,0.6366
test1549,0.6366
test1550,0.6366
test1551,0.6366
test1552,0.6365
test1553,0.6395
test1554,0.6366
test1555,0.6366
test1556,0.6366
test1557,0.6366
test1558,0.6366
test1559,0.6366
test1560,0.6366
test1561,0.6366
test1562,0.6366
test1563,0.6366
test1564,0.6366
test1565,0.6366
test1566,0.6366
test1567,0.6366
test1568,0.6366
test1569,0.6394
test1570,0.6394
test1571,0.6394
test1572,0.6394
test1573,0.6394
test1574,0.6394
test1575,0.6395
test1576,0.6394
test1577,0.6394
test1578,0.6394
test1579,0.6394
test1580,0.6394
test1581,0.6394
test1582,0.6394
test1583,0.6394
test1584,0.6394
test1585,0.6394
test1586,0.6321
test1587,0.6394
test1588,0.6395
test1589,0.6394
test1590,0.6394
test1591,0.6394
test1592,0.6394
test1593,0.6394
test1594,0.6394
test1595,0.6394
test1596,0.6394
test1597,0.6394
test1598,0.6394
test1599,0.6395
test1600,0.6394
test1601,0.6379
test1602,0.6379
test1603,0.6379
test1604,0.6379
test1605,0.6379
test1606,0.6379
test1607,0.6321
test1608,0.6379
test1609,0.6379
test1610,0.6379
test1611,0.6379
test1612,0.6379
test1613,0.6379
test1614,0.6379
test1615,0.6379
test1616,0.6379
test1617,0.6379
test1618,0.6379
test1619,0.6379
test1620,0.6379
test1621,0.6379
test1622,0.6379
test1623,0.6379
test1624,0.6379
test1625,0.6379
test1626,0.6379
test1627,0.6379
test1628,0.6379
test1629,0.6379
test1630,0.6379
test1631,0.6379
test1632,0.6379
test1633,0.6366
test1634,0.6366
test1635,0.6366
test1636,0.6366
test1637,0.6366
test1638,0.6366
test1639,0.6366
test1640,0.6366
test1641,0.6366
test1642,0.6366
test1643,0.6366
test1644,0.6366
test1645,0.6366
test1646,0.6366
test1647,0.6366
test1648,0.6366
test1649,0.6365
test1650,0.6365
test1651,0.6366
test1652,0.6366
test1653,0.6366
test1654,0.6366
test1655,0.6366
test1656,0.6366
test1657,0.6366
test1658,0.6366
test1659,0.6366
test1660,0.6366
test1661,0.6366
test1662,0.6366
test1663,0.6379
test1664,0.6366
