rxnid,Yield
test293,0.6035
test294,0.5923
test295,0.6007
test296,0.2952
test297,0.7067
test298,0.6518
test299,0.6395
test300,0.6170
test301,0.6303
test302,0.5160
test303,0.6165
test304,0.7174
test305,0.7101
test306,0.6772
test307,0.6078
test308,0.7022
test309,0.6432
test310,0.7329
test311,0.7410
test312,0.5832
test313,0.6709
test314,0.6638
test315,0.6467
test316,0.5520
test317,0.6001
test318,0.5729
test319,0.6308
test320,0.5121
test321,0.6538
test322,0.7113
test323,0.7079
test324,0.4925
test325,0.6112
test326,0.6087
test327,0.6254
test328,0.7816
test329,0.7112
test330,0.5098
test331,0.6353
test332,0.7877
test333,0.6641
test334,0.5739
test335,0.7028
test336,0.7207
test337,0.7417
test338,0.7008
test339,0.5891
test340,0.6532
test341,0.6677
test342,0.5231
test343,0.3864
test344,0.7312
test345,0.6398
test346,0.4745
test347,0.6633
test348,0.7313
test349,0.5662
test350,0.5196
test351,0.2251
test352,0.3891
test353,0.6613
test354,0.6355
test355,0.6404
test356,0.5341
test357,0.6339
test358,0.5900
test359,0.6704
test360,0.6421
test361,0.4913
test362,0.7105
test363,0.6216
test364,0.7805
test365,0.5100
test366,0.6117
test367,0.6226
test368,0.6248
test369,0.6869
test370,0.5264
test371,0.7106
test372,0.5054
test373,0.5550
test374,0.4812
test375,0.5629
test376,0.4843
test377,0.6415
test378,0.6733
test379,0.5341
test380,0.7436
test381,0.6099
test382,0.3014
test383,0.6098
test384,0.5326
test385,0.6418
test386,0.5364
test387,0.6982
test388,0.6871
test389,0.4697
test390,0.6961
test391,0.6944
test392,0.5569
test393,0.6987
test394,0.6968
test395,0.5299
test396,0.6634
test397,0.7059
test398,0.4652
test399,0.5124
test400,0.4921
test401,0.6307
test402,0.7064
test403,0.7005
test404,0.5995
test405,0.7043
test406,0.7068
test407,0.6939
test408,0.6856
test409,0.4476
test410,0.6767
test411,0.6159
test412,0.7021
test413,0.5512
test414,0.6797
test415,0.5492
test416,0.5768
test417,0.5321
test418,0.6611
test419,0.6341
test420,0.6855
test421,0.5657
test422,0.4887
test423,0.7258
test424,0.7047
test425,0.5647
test426,0.6152
test427,0.6548
test428,0.6558
test429,0.5363
test430,0.4046
test431,0.5045
test432,0.6290
test433,0.6738
test434,0.6005
test435,0.6836
test436,0.6459
test437,0.6837
test438,0.6416
test439,0.6339
test440,0.6701
test441,0.6935
test442,0.6344
test443,0.7113
test444,0.6435
test445,0.4608
test446,0.6254
test447,0.5039
test448,0.6536
test449,0.6149
test450,0.7207
test451,0.6002
test452,0.7071
test453,0.6287
test454,0.7207
test455,0.7086
test456,0.5652
test457,0.6335
test458,0.6491
test459,0.6834
test460,0.6366
test461,0.5562
test462,0.5876
test463,0.6757
test464,0.6406
test465,0.6542
test466,0.4362
test467,0.6310
test468,0.5730
test469,0.5172
test470,0.7810
test471,0.5074
test472,0.6868
test473,0.5163
test474,0.5268
test475,0.7031
test476,0.6892
test477,0.5887
test478,0.5222
test479,0.6541
test480,0.4890
test481,0.6903
test482,0.6647
test483,0.4878
test484,0.6147
test485,0.4803
test486,0.7113
test487,0.6842
test488,0.5271
test489,0.7195
test490,0.7062
test491,0.7106
test492,0.6709
test493,0.5710
test494,0.6293
test495,0.7129
test496,0.5699
test497,0.5520
test498,0.6599
test499,0.6343
test500,0.7025
test501,0.7207
test502,0.6579
test503,0.7113
test504,0.7239
test505,0.5662
test506,0.7066
test507,0.6567
test508,0.6457
test509,0.5863
test510,0.5998
test511,0.7044
test512,0.6359
test513,0.6993
test514,0.7065
test515,0.7187
test516,0.6506
test517,0.5607
test518,0.7013
test519,0.6206
test520,0.4612
test521,0.5927
test522,0.6068
test523,0.7029
test524,0.5820
test525,0.5646
test526,0.4409
test527,0.4961
test528,0.6663
test529,0.6467
test530,0.4938
test531,0.6337
test532,0.6856
test533,0.6100
test534,0.6297
test535,0.3571
test536,0.6562
test537,0.7076
test538,0.6139
test539,0.6346
test540,0.5710
test541,0.7102
test542,0.6350
test543,0.6186
test544,0.5563
test545,0.6446
test546,0.6993
test547,0.6065
test548,0.6828
test549,0.5080
test550,0.5242
test551,0.6844
test552,0.4662
test553,0.5837
test554,0.6008
test555,0.5571
test556,0.4216
test557,0.6336
test558,0.4192
test559,0.6619
test560,0.5703
test561,0.7166
test562,0.7013
test563,0.5516
test564,0.6258
test565,0.4966
test566,0.6216
test567,0.4924
test568,0.7132
test569,0.5659
test570,0.5734
test571,0.6765
test572,0.6134
test573,0.5383
test574,0.4427
test575,0.3993
test576,0.6511
test577,0.5344
test578,0.5524
test579,0.6295
test580,0.6897
test581,0.6954
test582,0.5925
test583,0.6319
test584,0.6559
test585,0.5222
test586,0.5051
test587,0.5911
test588,0.5144
test589,0.5046
test590,0.2915
test591,0.6918
test592,0.5143
test593,0.5748
test594,0.5817
test595,0.7034
test596,0.5890
test597,0.5382
test598,0.6553
test599,0.6271
test600,0.6167
test601,0.4386
test602,0.6935
test603,0.6579
test604,0.6883
test605,0.6299
test606,0.6400
test607,0.6302
test608,0.7068
test609,0.7821
test610,0.5750
test611,0.7020
test612,0.6714
test613,0.7113
test614,0.6791
test615,0.6129
test616,0.6791
test617,0.5361
test618,0.4696
test619,0.6248
test620,0.6855
test621,0.5379
test622,0.5886
test623,0.6221
test624,0.6234
test625,0.4693
test626,0.5484
test627,0.4129
test628,0.4092
test629,0.5361
test630,0.7105
test631,0.5125
test632,0.6900
test633,0.5367
test634,0.6936
test635,0.6065
test636,0.6662
test637,0.7113
test638,0.6170
test639,0.6800
test640,0.6980
test641,0.6339
test642,0.5802
test643,0.6419
test644,0.5513
test645,0.5663
test646,0.6988
test647,0.6277
test648,0.5432
test649,0.6641
test650,0.5349
test651,0.5773
test652,0.6874
test653,0.4281
test654,0.6060
test655,0.6969
test656,0.6514
test657,0.5559
test658,0.7913
test659,0.3484
test660,0.6172
test661,0.6384
test662,0.6598
test663,0.6218
test664,0.7032
test665,0.5551
test666,0.5649
test667,0.6999
test668,0.6172
test669,0.6772
test670,0.7176
test671,0.5914
test672,0.6590
test673,0.6343
test674,0.6848
test675,0.7040
test676,0.7618
test677,0.7055
test678,0.7068
test679,0.5601
test680,0.7076
test681,0.6970
test682,0.6258
test683,0.6131
test684,0.7068
test685,0.5507
test686,0.6133
test687,0.7113
test688,0.3930
test689,0.6718
test690,0.7040
test691,0.5920
test692,0.6574
test693,0.6340
test694,0.5857
test695,0.6478
test696,0.7064
test697,0.6337
test698,0.6930
test699,0.5569
test700,0.5843
test701,0.6191
test702,0.7003
test703,0.7007
test704,0.2166
test705,0.6982
test706,0.5679
test707,0.7026
test708,0.6701
test709,0.5604
test710,0.6131
test711,0.7037
test712,0.5775
test713,0.5922
test714,0.5409
test715,0.7485
test716,0.7071
test717,0.7474
test718,0.7223
test719,0.6356
test720,0.7064
test721,0.4883
test722,0.5741
test723,0.6915
test724,0.6812
test725,0.6859
test726,0.7031
test727,0.6695
test728,0.4852
test729,0.7020
test730,0.6620
test731,0.5952
test732,0.6580
test733,0.5361
test734,0.6480
test735,0.6609
test736,0.6762
test737,0.5722
test738,0.6860
test739,0.6350
test740,0.7073
test741,0.7964
test742,0.5655
test743,0.6428
test744,0.6681
test745,0.6869
test746,0.7363
test747,0.7105
test748,0.6947
test749,0.6121
test750,0.7904
test751,0.5481
test752,0.6670
test753,0.6577
test754,0.6445
test755,0.7311
test756,0.5518
test757,0.6356
test758,0.7288
test759,0.6499
test760,0.6543
test761,0.5226
test762,0.6488
test763,0.5546
test764,0.7432
test765,0.6490
test766,0.7062
test767,0.4844
test768,0.7057
test769,0.7207
test770,0.7060
test771,0.7105
test772,0.7113
test773,0.5980
test774,0.7227
test775,0.6513
test776,0.4755
test777,0.6768
test778,0.6867
test779,0.6816
test780,0.6532
test781,0.5738
test782,0.6636
test783,0.6616
test784,0.6598
test785,0.6456
test786,0.6548
test787,0.6877
test788,0.7043
test789,0.5977
test790,0.6567
test791,0.6002
test792,0.6937
test793,0.5948
test794,0.6831
test795,0.5341
test796,0.6813
test797,0.6107
test798,0.6975
test799,0.5791
test800,0.5992
test801,0.5728
test802,0.5146
test803,0.7113
test804,0.6854
test805,0.6449
test806,0.5238
test807,0.6476
test808,0.7879
test809,0.5144
test810,0.6525
test811,0.6031
test812,0.6060
test813,0.5648
test814,0.5138
test815,0.6904
test816,0.4962
test817,0.6883
test818,0.6213
test819,0.7086
test820,0.5244
test821,0.6791
test822,0.7430
test823,0.6273
test824,0.6955
test825,0.5233
test826,0.7037
test827,0.7105
test828,0.7813
test829,0.7887
test830,0.6584
test831,0.5627
test832,0.6832
test833,0.4704
test834,0.7357
test835,0.6642
test836,0.5239
test837,0.7135
test838,0.6817
test839,0.7709
test840,0.6287
test841,0.6571
test842,0.6647
test843,0.5443
test844,0.7046
test845,0.6176
test846,0.6317
test847,0.7102
test848,0.6871
test849,0.7473
test850,0.6899
test851,0.5551
test852,0.4753
test853,0.6903
test854,0.6810
test855,0.7047
test856,0.7023
test857,0.5708
test858,0.7015
test859,0.7071
test860,0.5808
test861,0.6888
test862,0.5860
test863,0.6519
test864,0.7113
test865,0.7076
test866,0.7207
test867,0.5864
test868,0.7113
test869,0.6691
test870,0.6594
test871,0.6998
test872,0.5928
test873,0.5804
test874,0.5780
test875,0.6822
test876,0.7077
test877,0.5678
test878,0.7544
test879,0.5847
test880,0.6069
test881,0.7097
test882,0.7055
test883,0.5778
test884,0.6383
test885,0.4934
test886,0.7012
test887,0.6437
test888,0.6397
test889,0.5433
test890,0.6934
test891,0.4988
test892,0.5475
test893,0.5941
test894,0.6102
test895,0.6613
test896,0.7012
test897,0.6246
test898,0.6443
test899,0.7296
test900,0.7679
test901,0.7058
test902,0.7866
test903,0.4596
test904,0.6790
test905,0.6083
test906,0.5772
test907,0.6020
test908,0.6045
test909,0.5958
test910,0.7050
test911,0.4779
test912,0.3851
test913,0.7893
test914,0.6887
test915,0.3701
test916,0.6836
test917,0.2987
test918,0.7498
test919,0.6322
test920,0.5544
test921,0.6045
test922,0.6868
test923,0.7027
test924,0.5303
test925,0.7326
test926,0.3135
test927,0.5860
test928,0.6632
test929,0.7364
test930,0.6173
test931,0.7097
test932,0.6144
test933,0.6628
test934,0.6742
test935,0.7907
test936,0.6899
test937,0.5252
test938,0.7862
test939,0.7309
test940,0.6340
test941,0.6424
test942,0.7769
test943,0.6617
test944,0.6012
test945,0.4905
test946,0.5987
test947,0.6386
test948,0.6974
test949,0.6954
test950,0.5104
test951,0.7345
test952,0.5290
test953,0.6856
test954,0.7038
test955,0.5990
test956,0.5175
test957,0.7042
test958,0.7068
test959,0.5520
test960,0.4889
test961,0.5264
test962,0.5286
test963,0.4433
test964,0.6594
test965,0.7230
test966,0.6495
test967,0.5392
test968,0.6619
test969,0.6268
test970,0.5835
test971,0.5881
test972,0.6220
test973,0.6394
test974,0.5784
test975,0.7202
test976,0.7124
test977,0.6931
test978,0.5431
test979,0.6446
test980,0.6258
test981,0.4425
test982,0.7765
test983,0.6913
test984,0.6067
test985,0.4623
test986,0.5930
test987,0.6837
test988,0.5855
test989,0.6337
test990,0.6896
test991,0.6649
test992,0.6191
test993,0.6938
test994,0.7058
test995,0.6495
test996,0.5725
test997,0.5117
test998,0.6597
test999,0.7137
test1000,0.6433
test1001,0.7071
test1002,0.6303
test1003,0.7049
test1004,0.6729
test1005,0.6863
test1006,0.6246
test1007,0.7059
test1008,0.6430
test1009,0.6705
test1010,0.6767
test1011,0.7091
test1012,0.4876
test1013,0.7130
test1014,0.4537
test1015,0.6567
test1016,0.6818
test1017,0.5788
test1018,0.4784
test1019,0.6464
test1020,0.5273
test1021,0.6163
test1022,0.6558
test1023,0.6742
test1024,0.7578
test1025,0.7004
test1026,0.5844
test1027,0.6878
test1028,0.7162
test1029,0.7016
test1030,0.7041
test1031,0.6275
test1032,0.6950
test1033,0.5251
test1034,0.5585
test1035,0.4722
test1036,0.7113
test1037,0.5826
test1038,0.7133
test1039,0.6787
test1040,0.7779
test1041,0.7097
test1042,0.6870
test1043,0.7345
test1044,0.5317
test1045,0.6406
test1046,0.7101
test1047,0.6807
test1048,0.6060
test1049,0.6052
test1050,0.7763
test1051,0.4997
test1052,0.6509
test1053,0.4995
test1054,0.6868
test1055,0.7025
test1056,0.6726
test1057,0.6574
test1058,0.5203
test1059,0.4687
test1060,0.4838
test1061,0.6125
test1062,0.6519
test1063,0.7103
test1064,0.6148
test1065,0.5944
test1066,0.5345
test1067,0.6223
test1068,0.6334
test1069,0.6813
test1070,0.6838
test1071,0.5995
test1072,0.6391
test1073,0.6249
test1074,0.7081
test1075,0.7638
test1076,0.5443
test1077,0.6234
test1078,0.6094
test1079,0.6270
test1080,0.6242
test1081,0.5295
test1082,0.6894
test1083,0.5380
test1084,0.6959
test1085,0.5948
test1086,0.5421
test1087,0.7095
test1088,0.6223
test1089,0.7207
test1090,0.7170
test1091,0.6348
test1092,0.6229
test1093,0.5590
test1094,0.5585
test1095,0.5378
test1096,0.5732
test1097,0.5037
test1098,0.6915
test1099,0.6313
test1100,0.5349
test1101,0.7108
test1102,0.6323
test1103,0.6595
test1104,0.6918
test1105,0.6963
test1106,0.4192
test1107,0.7294
test1108,0.7093
test1109,0.7904
test1110,0.7170
test1111,0.4695
test1112,0.6390
test1113,0.4146
test1114,0.5241
test1115,0.7710
test1116,0.5688
test1117,0.6730
test1118,0.4789
test1119,0.6345
test1120,0.5545
test1121,0.5448
test1122,0.4082
test1123,0.5326
test1124,0.7826
test1125,0.7005
test1126,0.6106
test1127,0.5393
test1128,0.6198
test1129,0.7490
test1130,0.5316
test1131,0.7076
test1132,0.6954
test1133,0.5267
test1134,0.4892
test1135,0.2906
test1136,0.6441
test1137,0.7918
test1138,0.7319
test1139,0.6166
test1140,0.6273
test1141,0.6684
test1142,0.6145
test1143,0.5307
test1144,0.5762
test1145,0.5341
test1146,0.6197
test1147,0.5535
test1148,0.7209
test1149,0.5227
test1150,0.6920
test1151,0.7155
test1152,0.6533
test1153,0.7113
test1154,0.7135
test1155,0.6900
test1156,0.6594
test1157,0.4976
test1158,0.5442
test1159,0.6580
test1160,0.6522
test1161,0.6573
test1162,0.5130
test1163,0.5077
test1164,0.7204
test1165,0.6417
test1166,0.6488
test1167,0.6648
test1168,0.6470
test1169,0.4397
test1170,0.6086
test1171,0.6540
test1172,0.4083
test1173,0.4668
test1174,0.5953
test1175,0.4793
test1176,0.6316
test1177,0.5410
test1178,0.6113
test1179,0.7084
test1180,0.5865
test1181,0.6825
test1182,0.5857
test1183,0.5152
test1184,0.7905
test1185,0.5377
test1186,0.5545
test1187,0.4602
test1188,0.6683
test1189,0.5471
test1190,0.7207
test1191,0.6260
test1192,0.6548
test1193,0.6845
test1194,0.5886
test1195,0.6975
test1196,0.7304
test1197,0.6934
test1198,0.6141
test1199,0.7113
test1200,0.4688
test1201,0.7771
test1202,0.5704
test1203,0.5649
test1204,0.6916
test1205,0.7226
test1206,0.7012
test1207,0.5067
test1208,0.5568
test1209,0.4914
test1210,0.6595
test1211,0.7105
test1212,0.6336
test1213,0.5265
test1214,0.5623
test1215,0.5273
test1216,0.6441
test1217,0.7076
test1218,0.7071
test1219,0.6165
test1220,0.5678
test1221,0.7063
test1222,0.7929
test1223,0.6432
test1224,0.5633
test1225,0.6149
test1226,0.6824
test1227,0.4654
test1228,0.7209
test1229,0.5090
test1230,0.6413
test1231,0.7304
test1232,0.6253
test1233,0.7077
test1234,0.7073
test1235,0.5082
test1236,0.6371
test1237,0.6656
test1238,0.7046
test1239,0.5787
test1240,0.6876
test1241,0.7027
test1242,0.6129
test1243,0.7354
test1244,0.4771
test1245,0.5829
test1246,0.5544
test1247,0.6114
test1248,0.6268
test1249,0.6767
test1250,0.4870
test1251,0.6703
test1252,0.3762
test1253,0.6893
test1254,0.6858
test1255,0.6543
test1256,0.7097
test1257,0.4916
test1258,0.5314
test1259,0.5313
test1260,0.6342
test1261,0.6588
test1262,0.7041
test1263,0.5941
test1264,0.5277
test1265,0.6502
test1266,0.6450
test1267,0.6532
test1268,0.7027
test1269,0.6164
test1270,0.6838
test1271,0.7042
test1272,0.6613
test1273,0.7113
test1274,0.5633
test1275,0.5267
test1276,0.6532
test1277,0.7025
test1278,0.4910
test1279,0.7272
test1280,0.5500
test1281,0.5565
test1282,0.5742
test1283,0.7082
test1284,0.5798
test1285,0.6353
test1286,0.6646
test1287,0.5188
test1288,0.7416
test1289,0.6870
test1290,0.6877
test1291,0.5751
test1292,0.6938
test1293,0.6899
test1294,0.7588
test1295,0.3395
test1296,0.7207
test1297,0.6993
test1298,0.6173
test1299,0.7481
test1300,0.7027
test1301,0.6483
test1302,0.6979
test1303,0.6137
test1304,0.6836
test1305,0.5893
test1306,0.6905
test1307,0.7061
test1308,0.6467
test1309,0.7005
test1310,0.6542
test1311,0.6497
test1312,0.6932
test1313,0.6960
test1314,0.7357
test1315,0.6230
test1316,0.7207
test1317,0.7035
test1318,0.6386
test1319,0.4356
test1320,0.6328
test1321,0.5176
test1322,0.7051
test1323,0.6746
test1324,0.6997
test1325,0.7037
test1326,0.5703
test1327,0.4803
test1328,0.6882
test1329,0.7246
test1330,0.7335
test1331,0.7440
test1332,0.5101
test1333,0.7915
test1334,0.7427
test1335,0.4554
test1336,0.4650
test1337,0.4957
test1338,0.6705
test1339,0.7024
test1340,0.3117
test1341,0.6644
test1342,0.6834
test1343,0.6111
test1344,0.7885
test1345,0.7924
test1346,0.5314
test1347,0.5446
test1348,0.6950
test1349,0.7065
test1350,0.7807
test1351,0.5234
test1352,0.7221
test1353,0.7874
test1354,0.7052
test1355,0.7007
test1356,0.6617
test1357,0.4883
test1358,0.6712
test1359,0.6683
test1360,0.6384
test1361,0.7097
test1362,0.4734
test1363,0.7207
test1364,0.4970
test1365,0.7034
test1366,0.6850
test1367,0.5941
test1368,0.6838
test1369,0.6799
test1370,0.5398
test1371,0.6681
test1372,0.7068
test1373,0.5976
test1374,0.6172
test1375,0.7470
test1376,0.5905
test1377,0.6365
test1378,0.6133
test1379,0.6968
test1380,0.7020
test1381,0.6870
test1382,0.5275
test1383,0.6398
test1384,0.7223
test1385,0.7076
test1386,0.6696
test1387,0.6833
test1388,0.6838
test1389,0.7030
test1390,0.3558
test1391,0.7053
test1392,0.6535
test1393,0.2308
test1394,0.7275
test1395,0.6817
test1396,0.5410
test1397,0.5655
test1398,0.5480
test1399,0.4636
test1400,0.4913
test1401,0.6835
test1402,0.7783
test1403,0.5160
test1404,0.6636
test1405,0.6072
test1406,0.4370
test1407,0.7005
test1408,0.6580
test1409,0.7006
test1410,0.5393
test1411,0.5486
test1412,0.6949
test1413,0.6465
test1414,0.4833
test1415,0.5265
test1416,0.5965
test1417,0.7018
test1418,0.4799
test1419,0.6230
test1420,0.5395
test1421,0.4696
test1422,0.7019
test1423,0.6480
test1424,0.7136
test1425,0.7648
test1426,0.5516
test1427,0.7289
test1428,0.7155
test1429,0.4508
test1430,0.5807
test1431,0.6046
test1432,0.6576
test1433,0.6648
test1434,0.6836
test1435,0.5630
test1436,0.6117
test1437,0.5881
test1438,0.6623
test1439,0.4983
test1440,0.5968
test1441,0.3692
test1442,0.5791
test1443,0.5446
test1444,0.5275
test1445,0.6225
test1446,0.5132
test1447,0.7113
test1448,0.5953
test1449,0.5428
test1450,0.6039
test1451,0.7342
test1452,0.6868
test1453,0.4181
test1454,0.5654
test1455,0.5470
test1456,0.6367
test1457,0.6822
test1458,0.5642
test1459,0.6935
test1460,0.6627
test1461,0.6902
test1462,0.7172
test1463,0.7429
test1464,0.7256
test1465,0.6867
test1466,0.6797
test1467,0.6843
test1468,0.5767
test1469,0.5727
test1470,0.6903
test1471,0.7335
test1472,0.6990
test1473,0.5972
test1474,0.5520
test1475,0.6088
test1476,0.5681
test1477,0.5293
test1478,0.5634
test1479,0.6939
test1480,0.7007
test1481,0.6794
test1482,0.6885
test1483,0.5283
test1484,0.7140
test1485,0.6074
test1486,0.6433
test1487,0.6196
test1488,0.6843
test1489,0.7685
test1490,0.5483
test1491,0.6675
test1492,0.7793
test1493,0.7795
test1494,0.5234
test1495,0.6565
test1496,0.6169
test1497,0.7788
test1498,0.5536
test1499,0.6655
test1500,0.6251
test1501,0.7860
test1502,0.7343
test1503,0.6296
test1504,0.7686
test1505,0.5287
test1506,0.6625
test1507,0.7091
test1508,0.6476
test1509,0.4204
test1510,0.5376
test1511,0.7608
test1512,0.3751
test1513,0.5210
test1514,0.5473
test1515,0.6541
test1516,0.6478
test1517,0.6546
test1518,0.6102
test1519,0.7001
test1520,0.7113
test1521,0.6816
test1522,0.5411
test1523,0.5323
test1524,0.5560
test1525,0.7795
test1526,0.6979
test1527,0.7304
test1528,0.7105
test1529,0.5338
test1530,0.5960
test1531,0.7113
test1532,0.5891
test1533,0.5171
test1534,0.7028
test1535,0.6218
test1536,0.4588
test1537,0.6751
test1538,0.5339
test1539,0.5223
test1540,0.6912
test1541,0.6592
test1542,0.7106
test1543,0.4366
test1544,0.6916
test1545,0.6013
test1546,0.6214
test1547,0.5578
test1548,0.4770
test1549,0.6059
test1550,0.7914
test1551,0.5474
test1552,0.5330
test1553,0.5746
test1554,0.7113
test1555,0.7207
test1556,0.7139
test1557,0.6774
test1558,0.5600
test1559,0.6977
test1560,0.6834
test1561,0.7113
test1562,0.5309
test1563,0.4960
test1564,0.6970
test1565,0.7059
test1566,0.6133
test1567,0.6197
test1568,0.5292
test1569,0.5783
test1570,0.6341
test1571,0.5257
test1572,0.5961
test1573,0.6136
test1574,0.6852
test1575,0.6184
test1576,0.4556
test1577,0.6968
test1578,0.4060
test1579,0.6989
test1580,0.5951
test1581,0.6892
test1582,0.5686
test1583,0.6373
test1584,0.6594
test1585,0.6301
test1586,0.5521
test1587,0.6249
test1588,0.6191
test1589,0.4913
test1590,0.6886
test1591,0.4848
test1592,0.5117
test1593,0.6865
test1594,0.5161
test1595,0.6473
test1596,0.6124
test1597,0.7610
test1598,0.6945
test1599,0.6266
test1600,0.6303
test1601,0.5217
test1602,0.6615
test1603,0.5501
test1604,0.6485
test1605,0.5615
test1606,0.7068
test1607,0.4789
test1608,0.4887
test1609,0.6694
test1610,0.5509
test1611,0.5605
test1612,0.6973
test1613,0.7309
test1614,0.6032
test1615,0.5248
test1616,0.7095
test1617,0.6835
test1618,0.6443
test1619,0.6852
test1620,0.6513
test1621,0.6863
test1622,0.7025
test1623,0.7930
test1624,0.6545
test1625,0.5299
test1626,0.6285
test1627,0.6795
test1628,0.7527
test1629,0.6191
test1630,0.4877
test1631,0.7920
test1632,0.6877
test1633,0.5212
test1634,0.6516
test1635,0.2997
test1636,0.6420
test1637,0.7883
test1638,0.6895
test1639,0.6778
test1640,0.7176
test1641,0.6935
test1642,0.6502
test1643,0.5854
test1644,0.6141
test1645,0.4748
test1646,0.6631
test1647,0.5788
test1648,0.6752
test1649,0.6204
test1650,0.6305
test1651,0.6328
test1652,0.5147
test1653,0.7211
test1654,0.6963
test1655,0.7340
test1656,0.6245
test1657,0.5097
test1658,0.7295
test1659,0.5974
test1660,0.5026
test1661,0.5708
test1662,0.6605
test1663,0.6485
test1664,0.5178
